normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
auchan bio,auchan bio,Auchan,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Fromage Frais Nature Issu de l'Agriculture Biologique,"Auchan Bio,Auchan",append_candidate,direct,
auchan bio,auchan bio,Auchan,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Biscuits fourrés cacao BIO,"Auchan Bio, auchan",append_candidate,direct,
auchan bio solidaires pour soutenir nos producteurs,auchan bio solidaires pour soutenir nos producteurs,Auchan,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Lait demi-écrémé,AUCHAN Bio Solidaires pour soutenir nos producteurs,append_candidate,direct,
auchan collection,auchan collection,Auchan,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,100% Pur Jus Orange IGP ValenciaSans sucres ajoutés** Comme tous les jus de fruits. Contient les sucres naturellement présents dans les fruits.Riche en Vitamine C,Auchan Collection,append_candidate,direct,
auchan creme legere fluide 15,auchan creme legere fluide 15,Auchan,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Auchan retailer/private-label brand line.,Crème légère fluide15% mat. gr.,"AUCHAN CRÈME LÉGÈRE FLUIDE 15%, Auchan",append_candidate,direct,
auchan gourmet,auchan gourmet,Auchan,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Chocolat intense 32% cacao,Auchan Gourmet,append_candidate,direct,
auchan le fromager,auchan le fromager,Auchan,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Parmigiano Reggiano,Auchan le fromager,append_candidate,direct,
auchan pierre chanau,auchan pierre chanau,Auchan,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,CHARDONNAY,"Auchan Pierre Chanau, Auchan",append_candidate,direct,
auchan pur arabica degustation,auchan pur arabica degustation,Auchan,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Café moulu,"Auchan Pur Arabica Dégustation,Auchan",append_candidate,direct,
auchan vendome,auchan vendome,Auchan,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Auchan retailer/private-label brand line.,Lapin chocolat Vendôme,Auchan Vendôme,append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Mini Babybel (23 % MG),"Babybel, Bel",append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,DACH|FRANCE|SOUTHERN_EUROPE,DACH|FRANCE|SOUTHERN_EUROPE,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Original Mini,Babybel,append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Other / not mapped to a company,1,Known Bel Group cheese brand.,Mini babybel,"Mini babybel, babybel",append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,FRANCE|DACH|SOUTHERN_EUROPE,FRANCE|DACH|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Mini-Babybel Mini-Rolls x5,"Babybel, Mini babybel",append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,FRANCE|NORDICS,FRANCE|NORDICS,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,,Babybel,append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,Australia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Mini-Babybel,Babybel,append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Mini-Babybel Mix x9,"Babybel, Mini babybel®",append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Mini Original,Babybel,append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,FRANCE|UK_IE|SOUTHERN_EUROPE,FRANCE|UK_IE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Mini Original,Babybel,append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Portugal,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Mini Light*,Babybel,append_candidate,direct,
babybel,babybel,Bel Group,direct,dairies,US_CANADA|UK_IE,US_CANADA|UK_IE,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Babybel Light Mini,Babybel,append_candidate,direct,
babybel,babybel,Bel Group,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Other / not mapped to a company,1,Known Bel Group cheese brand.,Mini light 100% real semisoft cheese + crackers snack,"Bel Brands Usa, Babybel",append_candidate,direct,
bon app carrefour,bon app carrefour,Carrefour,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Other / not mapped to a company,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",DESSERT Tiramisu,"Bon app Carrefour,Carrefour",append_candidate,direct,
boursin,boursin,Bel Group,direct,dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Other / not mapped to a company,1,Known Bel Group cheese brand.,Boursin® Cuisine Ail & Fines Herbes,"Bel, Boursin, Boursin cuisine",append_candidate,direct,
boursin,boursin,Bel Group,direct,dairies,BENELUX|SOUTHERN_EUROPE|UK_IE,BENELUX|SOUTHERN_EUROPE|UK_IE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,GARLIC & HERBS,BOURSIN,append_candidate,direct,
boursin,boursin,Bel Group,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Boursin® Echalote & Ciboulette,Boursin,append_candidate,direct,
boursin,boursin,Bel Group,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Other / not mapped to a company,1,Known Bel Group cheese brand.,Trio de noix,"Bel, Boursin, Boursin atartiner/core cheese",append_candidate,direct,
boursin,boursin,Bel Group,direct,dairies,US_CANADA|FRANCE,US_CANADA|FRANCE,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,1,Known Bel Group cheese brand.,Garlic & Fine Herbs,Boursin,append_candidate,direct,
cadbury bournville,cadbury bournville,Mondelēz International,market_scoped,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Other / not mapped to a company,Mondelēz International,1,Known Mondelēz brand / regional Cadbury routing outside US. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Brunch bar,Cadbury Bournville,append_candidate,direct,Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
cadbury brunch,cadbury brunch,Mondelēz International,market_scoped,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Other / not mapped to a company,Mondelēz International,1,Proposed mapping lost an existing concrete company assignment; keep/map to current company pending later review. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Honey And Oat Bar Light,Cadbury Brunch,append_candidate,direct,Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
cadbury dairy milk,cadbury dairy milk,Mondelēz International,market_scoped,snacks,FRANCE,FRANCE,Australia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Other / not mapped to a company,Mondelēz International,1,Known Mondelēz brand / regional Cadbury routing outside US. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Caramello Koala,Cadbury Dairy Milk,append_candidate,direct,Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
cadbury dairy milk,cadbury dairy milk,Mondelēz International,market_scoped,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Other / not mapped to a company,Mondelēz International,1,Known Mondelēz brand / regional Cadbury routing outside US. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Cream egg Easter egg,Cadbury Dairy Milk,append_candidate,direct,Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
cadbury dairy milk fingers crossed,cadbury dairy milk fingers crossed,Mondelēz International,market_scoped,snacks,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Other / not mapped to a company,Mondelēz International,1,Proposed mapping lost an existing concrete company assignment; keep/map to current company pending later review. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Milk Chocolate Biscuits,Cadbury Dairy Milk Fingers crossed,append_candidate,direct,Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
carrefour,carrefour,Carrefour,direct,beverages,FRANCE|BENELUX,FRANCE|BENELUX,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Honduras - intensité n°9,Carrefour,append_candidate,direct,
carrefour,carrefour,Carrefour,direct,beverages,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Ananas,Carrefour,append_candidate,direct,
carrefour,carrefour,Carrefour,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Sirop fraise,Carrefour,append_candidate,direct,
carrefour,carrefour,Carrefour,direct,cereals,FRANCE,FRANCE,Czech Republic,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Muesli Carrefour,Carrefour,append_candidate,direct,
carrefour,carrefour,Carrefour,direct,cereals,FRANCE,FRANCE,European Union,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Céréales cacaotées Mini Cookies,Carrefour,append_candidate,direct,
carrefour,carrefour,Carrefour,direct,cereals,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,Brazil,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Fibra STICKS,Carrefour,append_candidate,direct,
