query_category,observed_market_region_codes,current_primary_brand,proposed_primary_brand,detected_portfolio_group,detection_source,detection_reason,record_count,example_product_names,example_raw_brands
beverages,FRANCE,danone,salvetat,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Eau minérale naturelle de citron verdelli de Sicile,"danone, salvetat"
beverages,FRANCE,coca cola,hawai,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Hawai,"coca cola, hawai"
beverages,FRANCE,coca cola,hi c,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Pomme-pêche,"coca cola, hi-c, brasserie de tahiti"
beverages,FRANCE,coca cola,honest,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Thé glacé bio pêche romarin,"coca-cola company, honest"
snacks,FRANCE,coca cola,ferrero,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Tic-tac /Coca cola,"coca-cola, ferrero, tic tac"
snacks,FRANCE,csm france,oreo,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Donut,"csm france, mondelez, mondelez international, oreo"
snacks,FRANCE,extreme,extreme,,no_change,no more-specific Top 9 portfolio brand detected,1,Extreme Framboise Brownie x6,"extrême,nestlé"
snacks,FRANCE,falim,falim,,no_change,no more-specific Top 9 portfolio brand detected,1,Chewing-gum,"falim, mondelez"
snacks,FRANCE,malabar,malabar,,no_change,no more-specific Top 9 portfolio brand detected,1,Malabar,"malabar, mondelez"
snacks,FRANCE,marabou,marabou,,no_change,no more-specific Top 9 portfolio brand detected,1,Marabou Daim,"marabou, mondelez international"
snacks,FRANCE,marbo,marbo,,no_change,no more-specific Top 9 portfolio brand detected,1,Štapići punjeni kikirikijem,"marbo, pardon, pepsico"
beverages,FRANCE,coca cola,mini,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Coca-Cola mini cans,coca cola mini
beverages,FRANCE,coca cola,minute maid,Coca-Cola,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Minute Maid,"coca-cola, minute maid"
beverages,FRANCE,coca cola,minute maid,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Minute maid,coca-cola
beverages,FRANCE,coca cola,nestea,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nestea Sparkling Lemon Pet,coca-cola
beverages,FRANCE,coca cola,peru,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Inca Kola,"coca cola, coca cola peru"
beverages,FRANCE,coca cola,powerade,The Coca-Cola Company,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Powerade Active Zero,"coca-cola, powerade"
beverages,FRANCE,coca cola,pulpy,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Rani,"coca-cola, pulpy, rani"
beverages,FRANCE,coca cola,rani,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Puply,"coca-cola, rani"
beverages,FRANCE,coca cola,schweppes,PepsiCo,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Schweppes citron,coca-cola
snacks,FRANCE,kraft,mikado,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Mikado King Choco Chocolat saveur Praliné,"kraft foods, lu, mikado, mondelez"
snacks,FRANCE,kraft,ritz,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Crackers,"kraft foods, ritz"
snacks,FRANCE,cheetos,cheetos,,no_change,no more-specific Top 9 portfolio brand detected,1,Cheetos Goût Cacahuète,"cheetos, pepsico"
snacks,FRANCE,chocapic,chocapic,,no_change,no more-specific Top 9 portfolio brand detected,1,NESTLE CHOCAPIC Barres de Céréales 8x25g,"chocapic, nestlé"
snacks,FRANCE,mondelez,poiana,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Poiana Amăruie cu gust de portocale,"mondelez, poiana"
snacks,FRANCE,la vosgienne,la vosgienne,,no_change,no more-specific Top 9 portfolio brand detected,1,Sève de Pin,"la vosgienne, mondelez"
snacks,FRANCE,lajaunie,lajaunie,,no_change,no more-specific Top 9 portfolio brand detected,1,Cachou,"lajaunie, mondelez france"
beverages,FRANCE,coca cola,collector 2012,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Coca Cola 500ml,coca cola collector 2012
beverages,FRANCE,coca cola,compagnie,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,coca cola cheri,coca cola compagnie
beverages,FRANCE,coca cola,european partners norge a,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Sprite Light,coca-cola european partners norge a
beverages,FRANCE,coca cola,finley,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Fine bulles - Pomme-citron & gentiane,"coca cola company, finley"
beverages,FRANCE,coca cola,fuze tea,Coca-Cola,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Thé glacé pêche intense,"coca-cola, fuzetea"
beverages,FRANCE,7up,7up,,no_change,no more-specific Top 9 portfolio brand detected,1,7UP Free saveur citron & citron vert,"7up free,7up,pepsico"
beverages,FRANCE,aquafina is sold by pepsico,aquafina is sold by pepsico,,no_change,no more-specific Top 9 portfolio brand detected,1,Packaged Drinking Water,"aquafina is sold by pepsico, pepsico"
beverages,FRANCE,arla,arla,,no_change,no more-specific Top 9 portfolio brand detected,1,"Starbucks Frappuccino milk and coffee drink, coffee","arla foods, starbucks"
beverages,FRANCE,arwacoca cola,arwacoca cola,,no_change,no more-specific Top 9 portfolio brand detected,1,arwa,arwacoca cola
snacks,FRANCE,lu,belvita,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Belvita - Petit-déjeuner Original,"lu, mondelez, belvita"
snacks,FRANCE,lumondelez,lumondelez,,no_change,no more-specific Top 9 portfolio brand detected,1,Prince Goût Chocolat,lumondelez
snacks,FRANCE,maison lou cocal,maison lou cocal,,no_change,no more-specific Top 9 portfolio brand detected,1,Sablés Doudoux,maison lou cocal
snacks,FRANCE,maizena,maizena,,no_change,no more-specific Top 9 portfolio brand detected,1,Maizena Sans Gluten Préparation pour Gateau aux Amandes 10 parts,"maizena, sans gluten, unilever"
snacks,FRANCE,mondelez,belvita,Mondelez,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,BelVita breakfast,mondelez international
beverages,FRANCE,ayatakacoca cola,ayatakacoca cola,,no_change,no more-specific Top 9 portfolio brand detected,1,Ayataka Japanese green tea,ayatakacoca cola
beverages,FRANCE,badoit,badoit,,no_change,no more-specific Top 9 portfolio brand detected,1,Badoit zest citron vert sans sucres,"badoit, danone"
beverages,FRANCE,blonde espresso roast,blonde espresso roast,,no_change,no more-specific Top 9 portfolio brand detected,1,STARBUCKS By Nespresso Blonde Espresso Roast x18,"blonde espresso roast, starbucks, by nespresso"
beverages,FRANCE,bralima,bralima,,no_change,no more-specific Top 9 portfolio brand detected,1,Vital'O,"bralima, the coca-cola company"
beverages,FRANCE,brasserie de tahiti sous license,brasserie de tahiti sous license,,no_change,no more-specific Top 9 portfolio brand detected,1,Fanta saveur orange,"brasserie de tahiti (sous license), coca cola international"
beverages,FRANCE,coca,coca cola light,Coca-Cola,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Coca cola lemon light,"coca, coca-cola-light"
beverages,DACH|NORDICS|US_CANADA,pepsi,pepsi,,no_change,no more-specific Top 9 portfolio brand detected,1,Pepsi Max Lemon,pepsi
beverages,DACH|NORDICS|US_CANADA,pepsico,sodastream,PepsiCo,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Sirup Schwip Schwap Zero,"pepsico, schwip schwap, sodastream"
beverages,DACH|SOUTHERN_EUROPE|UK_IE,coca cola,fanta,Coca-Cola,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Fanta Madness 2 l,"coca cola, fanta"
beverages,DACH|UK_IE,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,1,Coke,coca cola
snacks,FRANCE,mondelez,cote dor,Mondelez,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Praliné cajou & amandes,"mondelez, côte d'or"
snacks,FRANCE,mondelez,france,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Pastille Vichy Menthe aux sels minéraux sans sucres,"mondelez france, vichy"
snacks,FRANCE,mondelez,hollywood,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Hollywood Cubes,mondelez hollywood
snacks,FRANCE,mondelez,marabou,Mondelēz International,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Marabou Premium 70 % Cocoa Mint,mondelez
snacks,FRANCE,mondelez,olza,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Prince Polo XXL orzechowe,"mondelez, olza, prince polo"
beverages,DACH|BENELUX|FRANCE,coca cola,coca cola light,Coca-Cola,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Coca light 1.5l,"coca cola zero, coca-cola, coca-cola-light"
beverages,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,1,Zero Sugar,coca-cola
snacks,FRANCE,nestle,damak,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,damak baklava,nestlé
snacks,FRANCE,nestle,dessert corse,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,NESTLE DESSERT Corsé 3 x 200g,"nestlé, dessert corse, nestlé dessert, dessert"
snacks,FRANCE,nestle,extreme,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Extreme Mini,nestlé
snacks,FRANCE,nestle,galak mini eggs,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Galak Mini Œufs 152 grs,"nestlé, galak mini eggs"
snacks,FRANCE,nestle,golden grahams,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,NESTLE GOLDEN GRAHAM Barres de Céréales 8x25g,"nestlé, golden grahams"
snacks,FRANCE,nestle,gourmet,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Dark sublime gourmet collection,nestlé
snacks,FRANCE,mondelez,stimorol,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Stimorol Original sans sucres,"mondelez, stimorol"
snacks,FRANCE,mondelez,trident,Mondelēz International,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Chewing-gum,"mondelez, trident"
snacks,FRANCE,nesle,nesle,,no_change,no more-specific Top 9 portfolio brand detected,1,LES RECETTES DE L'ATELIER Les Bouchées Lait et Noir 398g,"neslé, nestlé, les recettes de l'atelier bouchees"
snacks,FRANCE,nesquik,nesquik,,no_change,no more-specific Top 9 portfolio brand detected,1,NESTLE NESQUIK Bio Barres de céréales 4X25g,"nesquik, nestlénesquik bio"
snacks,FRANCE,nestle,cereal partners,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,NESQUIK Barres de Céréales 6 x 25g + 6 offertes,"nestlé, cereal partners"
snacks,FRANCE,nestle,cheerios,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,NESTLE CHEERIOS BIO Barres de céréales 4x22g,"nestlé, cheerios, cheerios bio, cheerios bio honey"
snacks,FRANCE,miko,viennetta,Unilever,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Viennetta Glace Dessert Menthe,"miko,unilever,viennetta"
snacks,FRANCE,milkamondelez,milkamondelez,,no_change,no more-specific Top 9 portfolio brand detected,1,milka noisette,milkamondelez
snacks,FRANCE,nestle,kit kat senses,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,KITKAT Senses Choco Noisette,"nestlé, kit kat senses"
snacks,FRANCE,nestle,klaus,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Chocolat Noir 80%,"nestlé, klaus"
snacks,FRANCE,nestle,chocapic,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Chocapic,nestlé chocapic
beverages,DACH|UK_IE,coca cola,cola,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,cola Zero 24Stk,"coca cola, cola"
beverages,DACH|UK_IE,starbucks,starbucks,,no_change,no more-specific Top 9 portfolio brand detected,1,Grande Cup - Caramel Macchiato Flavour,starbucks
beverages,DACH|US_CANADA,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,1,Coca-Cola cherry,coca-cola
beverages,DACH|US_CANADA,coca cola,diet coke,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Diet Coke,coca-cola
beverages,DACH|US_CANADA,coca coms,coca coms,,no_change,no more-specific Top 9 portfolio brand detected,1,coke,coca coms
beverages,DACH|US_CANADA,heinz,heinz,,no_change,no more-specific Top 9 portfolio brand detected,1,Kool-Aid,heinz
beverages,DACH|US_CANADA,kraft,kraft,,no_change,no more-specific Top 9 portfolio brand detected,1,,kraft foods
beverages,DACH|US_CANADA,nestle,norge as,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Zoegas Mollberg Blanding RWB 450g,nestlé norge as
