normalized_brand,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,primary_brand_db,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
sainsburys,Sainsbury's,direct,cereals,US_CANADA,US_CANADA,sainsburys,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Strawberry Crisp,Sainsbury's,append_candidate,direct,
sainsburys,Sainsbury's,direct,cereals,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,sainsburys,Italy,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Chocolate Cornflake Clusters,Sainsbury's,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|UK_IE,BENELUX|FRANCE|UK_IE,coca-cola,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola Zero Sugar 25cl,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,coca-cola,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,CocaCola Energy,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,coca-cola,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola Zero,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|NORDICS,BENELUX|FRANCE|NORDICS,coca-cola,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Orange Icon,Coca Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,coca-cola,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coke Zero,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,coca-cola,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola goût original,Coca-Cola,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,coca-cola,Azerbaijan,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,1,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola Zero,Coca-Cola,append_candidate,direct,
Chocapic,Nestlé,direct,snacks,FRANCE|SOUTHERN_EUROPE|DACH,FRANCE|SOUTHERN_EUROPE|DACH,chocapic,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,1,Known Nestlé brand / brand line missing from proposed company mapping.,,"Nestlé, Chocapic",append_candidate,direct,
Carrefour Extra,Carrefour,direct,snacks,FRANCE|SOUTHERN_EUROPE|BENELUX,FRANCE|SOUTHERN_EUROPE|BENELUX,carrefour extra,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Génoises saveur poire,"Carrefour, Carrefour Extra",append_candidate,direct,
sainsburys so organic,Sainsbury's,direct,beverages,UK_IE,UK_IE,sainsburys so organic,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Organic almond milk,Sainsbury's SO Organic,append_candidate,direct,
sainsburys house,Sainsbury's,direct,beverages,UK_IE,UK_IE,sainsburys house,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Pinot Grigio,Sainsbury’s House,append_candidate,direct,
sainsburys freefrom,Sainsbury's,direct,cereals,UK_IE,UK_IE,sainsburys freefrom,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Sainsbury's FreeFrom express pure oats,"Sainsbury's FreeFrom,Sainsbury's",append_candidate,direct,
sainsburys free from,Sainsbury's,direct,snacks,UK_IE,UK_IE,sainsburys free from,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Sainsbury’s retailer/private-label brand line.,Gluten Free Chocolate Coated Viennese Fingers,Sainsbury's Free From,append_candidate,direct,
sainsburys free from,Sainsbury's,direct,cereals,FRANCE|UK_IE,FRANCE|UK_IE,sainsburys free from,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Sainsbury’s retailer/private-label brand line.,Fruity Muesli,Sainsbury's Free from,append_candidate,direct,
sainsburys be good to yourself,Sainsbury's,direct,dairies,UK_IE,UK_IE,sainsburys be good to yourself,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Sainsbury’s retailer/private-label brand line.,Greek style salad cheese,Sainsbury's be good to yourself,append_candidate,direct,
sainsburys basics,Sainsbury's,direct,beverages,UK_IE,UK_IE,sainsburys basics,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,still table water,"Sainsbury's basics,Sainsbury's",append_candidate,direct,
sainsburys basic,Sainsbury's,direct,dairies,FRANCE|UK_IE,FRANCE|UK_IE,sainsburys basic,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Sainsbury’s retailer/private-label brand line.,Low Fat Natural Yogurt,Sainsbury's basic,append_candidate,direct,
sainsburys,Sainsbury's,direct,snacks,US_CANADA,US_CANADA,sainsburys,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Organic Cheese and Herb Stars,Sainsbury's,append_candidate,direct,
Carrefour Sélection,Carrefour,direct,beverages,FRANCE|UK_IE,FRANCE|UK_IE,carrefour sélection,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Espresso Corsé,"Carrefour Sélection,Carrefour",append_candidate,direct,
Carrefour Sensation VÉGÉtal,Carrefour,direct,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,carrefour sensation végétal,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Postre vegetal almendra chocolate,"Carrefour, Carrefour Sensation Végétal",append_candidate,direct,
Carrefour Sensation,Carrefour,direct,dairies,US_CANADA,US_CANADA,carrefour sensation,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Ayran,Carrefour Sensation,append_candidate,direct,
Carrefour Sensation,Carrefour,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,carrefour sensation,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Crunchy Chocolat noir intense,"Carrefour, Carrefour Sensation",append_candidate,direct,
Carrefour Original,Carrefour,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,carrefour original,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Pépites Chocolat Noir,Carrefour Original,append_candidate,direct,
Carrefour Original,Carrefour,direct,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,carrefour original,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Les Palets Recette à la Madeleine,"Carrefour,Carrefour Original",append_candidate,direct,
Carrefour Classic,Carrefour,direct,snacks,BENELUX|FRANCE,BENELUX|FRANCE,carrefour classic,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,1,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Crackers Goût Pizza,"Carrefour, Carrefour Classic'",append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,snacks,US_CANADA,US_CANADA,sainsburys taste the difference,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Cranberry & Orange Chocolate Tiffin,"Sainsbury's Taste the Difference, Sainsbury's",append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,snacks,FRANCE|UK_IE,FRANCE|UK_IE,sainsburys taste the difference,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Parmesan &chillu biscuits,Sainsbury's Taste The Difference,append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,snacks,FRANCE,FRANCE,sainsburys taste the difference,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Chocolate & Hazelnut Cake,"Sainsbury's Taste The Difference, Sainsbury's",append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,dairies,UK_IE|US_CANADA,UK_IE|US_CANADA,sainsburys taste the difference,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Madagascan Vanilla Custard,"Sainsbury's Taste the Difference, Sainsbury's",append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,dairies,FRANCE|UK_IE,FRANCE|UK_IE,sainsburys taste the difference,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,BLACK CHERRY YOGURT,Sainsbury's Taste The Difference,append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,dairies,FRANCE|DACH|UK_IE,FRANCE|DACH|UK_IE,sainsburys taste the difference,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,LEMON CURD YOGURT,Sainsbury's taste THE DIFFERENCE,append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,cereals,UK_IE,UK_IE,sainsburys taste the difference,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Fruit & Nut Granola,Sainsbury's Taste The Difference,append_candidate,direct,
sainsburys taste the difference,Sainsbury's,direct,beverages,US_CANADA,US_CANADA,sainsburys taste the difference,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,English Breakfast Fine Tea,"Sainsbury's Taste the Difference, Sainsbury's",append_candidate,direct,
sainsburys standard street co,Sainsbury's,direct,dairies,FRANCE|UK_IE,FRANCE|UK_IE,sainsburys standard street co,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Other / not mapped to a company,1,Obvious Sainsbury’s retailer/private-label brand line.,MOZZARELLA CHEESE BALL,SAINSBURY'S STANDARD STREET CO.,append_candidate,direct,
sainsburys so organic,Sainsbury's,direct,cereals,UK_IE,UK_IE,sainsburys so organic,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Sainsbury's So Organic Corn Flakes,Sainsbury's So Organic,append_candidate,direct,
sainsburys so organic,Sainsbury's,direct,cereals,FRANCE|UK_IE,FRANCE|UK_IE,sainsburys so organic,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,1,Obvious Sainsbury’s retailer/private-label brand line.,Granola,Sainsbury's SO Organic,append_candidate,direct,
