normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action
lidl,lidl,Lidl,direct,beverages,BENELUX|SOUTHERN_EUROPE|UK_IE,BENELUX|SOUTHERN_EUROPE|UK_IE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Lait d'amande,Lidl,append_candidate
lidl,lidl,Lidl,direct,beverages,DACH|UK_IE,DACH|UK_IE,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Kong Strong Wild Power Energy Drink Sugar Free,Lidl,append_candidate
lidl,lidl,Lidl,direct,beverages,FRANCE,FRANCE,European Union,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,goody cao,lidl,append_candidate
lidl,lidl,Lidl,direct,beverages,FRANCE|BENELUX|DACH,FRANCE|BENELUX|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Irish Lager,"Lidl, The Crafty Brewing Company",append_candidate
lidl,lidl,Lidl,direct,beverages,FRANCE|US_CANADA,FRANCE|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Tropical Wonder Smoothie,Lidl,append_candidate
lidl,lidl,Lidl,direct,beverages,UK_IE|BENELUX,UK_IE|BENELUX,Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Soya Unsweetened plant based,Lidl,append_candidate
lidl,lidl,Lidl,direct,beverages,UK_IE|US_CANADA,UK_IE|US_CANADA,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Freshly Squeezed Limeade - Still,"Lidl,Deluxe",append_candidate
lidl,lidl,Lidl,direct,cereals,DACH|FRANCE,DACH|FRANCE,Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Früchte Hafer-Müsli,"LIDL, Crownfield",append_candidate
lidl,lidl,Lidl,direct,cereals,UK_IE,UK_IE,Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,,Lidl,append_candidate
lidl,lidl,Lidl,direct,cereals,UK_IE|US_CANADA,UK_IE|US_CANADA,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Special flakes original,"Lidl,Crownfield",append_candidate
lidl,lidl,Lidl,direct,dairies,BENELUX|NORDICS|FRANCE|DACH,BENELUX|NORDICS|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Morbier,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,BENELUX|NORDICS|FRANCE|DACH|SOUTHERN_EUROPE,BENELUX|NORDICS|FRANCE|DACH|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Mozzarella,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,BENELUX|UK_IE,BENELUX|UK_IE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Real Dairy Squirty Cream,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,DACH|US_CANADA,DACH|US_CANADA,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Vitamin D Whole Milk,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,FRANCE,FRANCE,Croatia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Beurre au sel de camargue,"Lidl, deluxe",append_candidate
lidl,lidl,Lidl,direct,dairies,FRANCE,FRANCE,Cyprus,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,"Spécialité Laitière Framboise, Grenade, Baies de Goji",Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,FRANCE|DACH,FRANCE|DACH,Bulgaria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,High Protrein Quark-Joghurt Creme kirsche,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,FRANCE|DACH|NORDICS|UK_IE,FRANCE|DACH|NORDICS|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Milbona Latte Macchiato,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,FRANCE|DACH|SOUTHERN_EUROPE,FRANCE|DACH|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Tapas de Queso,"Lidl, Sol & Mar",append_candidate
lidl,lidl,Lidl,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Yogur strachiatela,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,NORDICS|FRANCE|DACH,NORDICS|FRANCE|DACH,Finland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Cappucino,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,NORDICS|UK_IE|SOUTHERN_EUROPE,NORDICS|UK_IE|SOUTHERN_EUROPE,Finland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,SOFT CHEESE,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Caledonian Scottish Vintage Cheddar Cheese,"Lidl,Hatherwood",append_candidate
lidl,lidl,Lidl,direct,dairies,UK_IE,UK_IE,Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Mandarin & lime layered yogurt,Lidl,append_candidate
lidl,lidl,Lidl,direct,dairies,UK_IE|US_CANADA,UK_IE|US_CANADA,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Neufchâtel Cheese,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,BENELUX|UK_IE,BENELUX|UK_IE,Netherlands,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,garlic crackers,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,DACH|UK_IE,DACH|UK_IE,Switzerland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Pretzels with sea salt,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,FRANCE,FRANCE,Bulgaria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,FRANCE,FRANCE,Croatia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Waffles Witherspoon Belgrano chocolate filling,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,FRANCE,FRANCE,European Union,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Bio waffles with honey (gauffres au miel),lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,FRANCE|BENELUX,FRANCE|BENELUX,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Vegan chocolate with walnuts,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,FRANCE|DACH|BENELUX,FRANCE|DACH|BENELUX,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Halloween Marshmallows,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,FRANCE|DACH|SOUTHERN_EUROPE,FRANCE|DACH|SOUTHERN_EUROPE,Bulgaria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Alpenmelkchocolade met stukjes hazelnoten en rozijnen,Lidl,append_candidate
lidl,lidl,Lidl,direct,snacks,FRANCE|DACH|UK_IE,FRANCE|DACH|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,1,Obvious Lidl retailer/private-label brand line.,Neo giant,Lidl,append_candidate
